 1                               ,   0.0000000000000000      ,   0.0000000000000000     
 2                               ,   0.0000000000000000      ,   0.0000000000000000     
 4                               ,   0.0000000000000000      ,   0.0000000000000000     
 8                               ,   0.0000000000000000      ,   0.0000000000000000     
 16                              ,   0.0000000000000000      ,   0.0000000000000000     
 32                              ,   0.0000000000000000      ,   0.0000000000000000     
 64                              ,   0.0000000000000000      ,   0.0000000000000000     
 128                             ,   0.0000000000000000      ,   0.0000000000000000     
 256                             ,   0.0000000000000000      ,   0.0000000000000000     
 512                             ,   1.5625000000000000E-002 ,   0.0000000000000000     
 1024                            ,   1.5625000000000000E-002 ,   1.5625000000000000E-002
 2048                            ,   7.8125000000000000E-002 ,   1.5625000000000000E-002
 4096                            ,  0.40625000000000000      ,   7.8125000000000000E-002
 8192                            ,   2.5156250000000000      ,  0.31250000000000000     
 15000                           ,   11.953125000000000      ,   1.0468750000000000     
